feature,importance
turnover_ma_20,0.09162679296522284
close_ma_12,0.08126436163992003
bb_lower_10,0.0791404470956698
bb_lower_12,0.0755930001821295
bb_upper_8,0.07348867883014279
bb_width_25,0.06737429056336305
obv_ratio_30,0.0660932549712175
bb_lower_25,0.06412630387892866
atr_21,0.06346726586119285
bb_upper_10,0.06077017614017906
rsi_10,0.06009924030952388
bb_mid_10,0.05741333081827141
bb_mid_12,0.055937878039534726
turnover_ma_15,0.053376343194457415
close_ma_10,0.050228635510246505
